split,first_spike_timestep_mean,first_spike_timestep_std,spike_frequency_mean,spike_frequency_std,spike_rate_mean,spike_rate_std,active_neuron_fraction_mean,active_neuron_fraction_std,pattern_sparsity_mean,total_spikes_mean
train,1.331182837486267,0.5030327439308167,14.215770721435547,1.3013732433319092,0.0017353235743939877,0.0001588590384926647,0.02602985341061828,0.0023828854071070733,0.9982646703720093,213.23655700683594
val,1.2650272846221924,0.44749560952186584,13.80163860321045,1.6040053367614746,0.001684770337305963,0.00019580143271014094,0.0252715564164959,0.002937021291223248,0.9983152151107788,207.02459716796875
test,1.2861034870147705,0.4811405837535858,13.9462308883667,1.4241771697998047,0.0017024207627400756,0.00017384975217282772,0.02553631109502725,0.0026077462269575827,0.9982975721359253,209.19346618652344
